state_name,city,medianHouseholdIncome
Wisconsin,Merrimac village,66042
Virginia,Spotsylvania Courthouse CDP,66037
Kentucky,Oakbrook CDP,66035
Virginia,Bailey's Crossroads CDP,66028
Louisiana,Hahnville CDP,66023
Missouri,Oronogo city,66016
Pennsylvania,East Prospect borough,66012
Minnesota,New Brighton city,66003
Illinois,Le Roy city,66000
Kentucky,Melbourne city,66000
Minnesota,Silver Creek CDP,66000
Pennsylvania,Souderton borough,66000
South Carolina,Little Mountain town,66000
Texas,Poth town,66000
California,Fontana city,65995
Oklahoma,Yukon city,65986
Illinois,McLean village,65982
Colorado,Woodland Park city,65972
Indiana,Crown Point city,65968
Illinois,Chebanse village,65962
Montana,Rader Creek CDP,65962
Florida,St. Pete Beach city,65960
Utah,Santaquin city,65959
Louisiana,Addis town,65956
Michigan,Temperance CDP,65942
California,Trowbridge CDP,65938
Missouri,Oakwood Park village,65938
New Jersey,Shiloh borough,65938
Ohio,Lafayette CDP,65938
Washington,Fairwood CDP (Spokane County),65933
Illinois,Erie village,65926
Hawaii,Kalaoa CDP,65922
Ohio,Lyndhurst city,65921
Alabama,Margaret town,65918
Illinois,Pistakee Highlands CDP,65912
Virginia,Smithfield town,65907
Iowa,Earlham city,65893
Maryland,Brentwood town,65893
North Carolina,Forest Hills village,65893
Utah,Neola CDP,65893
Alaska,Two Rivers CDP,65870
California,Templeton CDP,65865
California,Antelope CDP,65861
Colorado,Battlement Mesa CDP,65855
Michigan,Allen Park city,65848
Colorado,Midland CDP,65833
Georgia,Edge Hill city,65833
Indiana,Taylorsville CDP,65833
Maryland,Chance CDP,65833
Missouri,Innsbrook village,65833
New York,Pavilion CDP,65833
Pennsylvania,Haysville borough,65833
South Carolina,Cokesbury CDP,65833
Wisconsin,Lodi city,65833
Wisconsin,Pulcifer CDP,65833
Illinois,Pawnee village,65817
Pennsylvania,Goodville CDP,65811
Colorado|Cascade,Cascade-Chipita Park CDP,65804
Pennsylvania,Rehrersburg CDP,65804
California,La Habra city,65799
Virginia,Marumsco CDP,65799
Pennsylvania,Kennett Square borough,65795
Alaska,South Van Horn CDP,65781
Michigan,Sylvan Lake city,65781
New Mexico,Ramah CDP,65781
New Jersey,Oaklyn borough,65776
Missouri,Blue Springs city,65773
Alaska,Sand Point city,65764
Virginia,Saluda CDP,65764
Nebraska,Goehner village,65750
Texas,Pyote town,65750
Texas,Welch CDP,65750
Washington,Carbonado town,65750
Wyoming,Hyattville CDP,65750
New Jersey,Oak Valley CDP,65743
Colorado,Redlands CDP,65735
Wisconsin,Fitchburg city,65735
Pennsylvania,North Wales borough,65724
Utah,Bountiful city,65716
Illinois,Coal Valley village,65714
Oregon,Adair Village city,65714
South Carolina,Shell Point CDP,65705
California,Lathrop city,65699
New York,Warwick village,65699
California,Wheatland city,65696
Minnesota,Brooklyn Park city,65695
Arkansas,Salem CDP,65694
California,Old Fig Garden CDP,65694
Minnesota,St. Clair city,65694
New Mexico,Navajo Dam CDP,65694
Ohio,Valley City CDP,65694
Georgia,Martinez CDP,65685
Indiana,Sellersburg town,65667
California,Angwin CDP,65656
Florida,Lisbon CDP,65652
Pennsylvania,Spry CDP,65634
Alabama,Sweet Water town,65625
Alaska,Knik River CDP,65625
Connecticut,Suffield Depot CDP,65625
Illinois,Caledonia village,65625
Illinois,Manteno village,65625
Iowa,Walker city,65625
Maryland,New Windsor town,65625
Missouri,St. Elizabeth village,65625
New Jersey,Pemberton borough,65625
Ohio,Ashville village,65625
Ohio,Shawnee CDP,65625
Oklahoma,Dodge CDP,65625
Iowa,Malvern city,65595
Florida,Palm Shores town,65588
California,Duarte city,65571
Hawaii,Keaau CDP,65568
California,Camanche North Shore CDP,65565
Michigan,Lake Isabella village,65563
Alabama,Southside city,65561
Massachusetts,Foxborough CDP,65557
Illinois,Evergreen Park village,65554
New Jersey,Singac CDP,65550
Oregon,Oregon City city,65548
Missouri,Crestwood city,65547
Illinois,Rolling Meadows city,65546
North Dakota,Belfield city,65536
South Carolina,Rockville town,65536
Utah,Cedar Fort town,65536
New Jersey,Avenel CDP,65531
California,Antioch city,65530
Alabama,Leroy CDP,65526
Ohio,Fairlawn city,65521
Connecticut,Branford Center CDP,65505
Oregon,Tigard city,65505
Alabama,Woodstock town,65500
California,Copperopolis CDP,65500
Nebraska,Kennard village,65500
Texas,Pine Forest city,65500
California,Rainbow CDP,65486
Iowa,Huxley city,65471
Oklahoma,Justice CDP,65469
Virginia,Blue Ridge Shores CDP,65469
Massachusetts,Northwest Harwich CDP,65463
Hawaii,Hawi CDP,65458
Kentucky,Simpsonville city,65455
Oregon,Durham city,65455
Maryland,Hyattsville city,65452
California,Covina city,65451
Wisconsin,Hortonville village,65451
Kentucky,Spottsville CDP,65448
Florida,Highland City CDP,65441
Montana,Maxville CDP,65435
Virginia,Suffolk city,65435
Georgia,Maxeys town,65417
Hawaii,Haleiwa CDP,65417
Illinois,Albers village,65417
Illinois,Gridley village,65417
Louisiana,Martin village,65417
Montana,Biddle CDP,65417
North Dakota,Brinsmade city,65417
Ohio,North Bend village,65417
Ohio,Summitville village,65417
Pennsylvania,Paxtang borough,65417
South Dakota,Vienna town,65417
Connecticut,Plantsville CDP,65403
Wisconsin,Hammond village,65380
New York,Manlius village,65375
North Carolina,Highlands town,65375
Pennsylvania,Leesport borough,65375
North Carolina,Chapel Hill town,65373
New Mexico,Edgewood town,65362
Florida,Lake Belvedere Estates CDP,65351
Virginia,Chester CDP,65346
Texas,Jersey Village city,65345
New York,Copake Hamlet CDP,65341
Illinois,New Baden village,65335
California,Downey city,65332
Massachusetts,North Lakeville CDP,65329
Texas,Watauga city,65329
Michigan,Milan city,65326
New Jersey,Collings Lakes CDP,65326
Massachusetts,Randolph CDP,65316
Iowa,Lambs Grove city,65313
Missouri,Gunn City village,65313
Montana,Spokane Creek CDP,65313
New York,Menands village,65313
Ohio,Timberlake village,65313
Pennsylvania,Tylersburg CDP,65313
Texas,Webberville village,65313
Georgia,North Decatur CDP,65302
Alabama,Westover town,65294
Louisiana,Singer CDP,65288
Missouri,Windsor Place village,65278
Ohio,Grove City city,65277
Pennsylvania,Centerville borough (Washington County),65267
Pennsylvania,Willow Grove CDP,65266
California,Escalon city,65258
California,Lakeside CDP,65256
New Jersey,South River borough,65254
Iowa,Ryan city,65250
Pennsylvania,Shanksville borough,65250
Pennsylvania,Sand Hill CDP,65230
Ohio,Rocky River city,65226
Ohio,Pleasant Run CDP,65222
Arizona,Pinetop Country Club CDP,65218
Illinois,Mapleton village,65208
South Dakota,Brant Lake CDP,65208
Pennsylvania,Lorane CDP,65205
Wisconsin,Sun Prairie city,65203
California,Seacliff CDP,65196
New York,Scotchtown CDP,65196
Minnesota,Rochester city,65195
Florida,"Islamorada, Village of Islands village",65192
New Jersey,Rosenhayn CDP,65185
Pennsylvania,Drexel Hill CDP,65183
Wisconsin,Hudson city,65182
Indiana,Wilkinson town,65179
Minnesota,Lastrup city,65179
Missouri,Spokane CDP,65179
California,Mira Monte CDP,65174
Florida,Three Lakes CDP,65172
California,Pine Canyon CDP,65170
New Jersey,Manville borough,65163
Hawaii,Waipio Acres CDP,65160
Pennsylvania,Meridian CDP,65156
Texas,Lumberton city,65151
Florida,Key Colony Beach city,65147
Georgia,Nelson city,65147
Florida,Viera East CDP,65143
Ohio,University Heights city,65143
Missouri,Glenaire city,65139
North Dakota,Ayr city,65139
Pennsylvania,Harleigh CDP,65139
Minnesota,Montrose city,65132
Minnesota,Big Lake city,65131
Massachusetts,Huntington CDP,65125
Wisconsin,Glendale city,65120
Minnesota,Chisago City city,65119
New York,Peconic CDP,65114
Virginia,Mount Crawford town,65114
Maryland,Ferndale CDP,65104
North Carolina,Foxfire village,65104
Wisconsin,Rosendale village,65096
Texas,Nome city,65089
Wisconsin,King CDP,65089
Illinois,Deer Creek village,65083
Florida,Big Coppitt Key CDP,65078
California,Montalvin Manor CDP,65074
Ohio,Pleasant Run Farm CDP,65060
North Dakota,Langdon city,65052
Pennsylvania,Little Britain CDP,65048
Texas,Hull CDP,65029
Pennsylvania,Cetronia CDP,65021
Virginia,Concord CDP,65014
Colorado,Kersey town,65000
Iowa,Hinton city,65000
Iowa,Panama city,65000
Kansas,Schoenchen city,65000
Minnesota,Rollingstone city,65000
Montana,Outlook town,65000
New Mexico,El Rancho CDP,65000
New York,Meridian village,65000
New York,Palenville CDP,65000
New York,York Hamlet CDP,65000
North Dakota,Center city,65000
Oklahoma,Kildare town,65000
Oklahoma,Velma town,65000
Pennsylvania,Elgin borough,65000
Pennsylvania,Wanamie CDP,65000
Texas,Muenster city,65000
Texas,Niederwald city,65000
New Jersey,Ridgefield Park village,64980
New Hampshire,Hudson CDP,64971
New York,Mastic Beach village,64970
New York,Jamestown West CDP,64963
Maine,Yarmouth CDP,64962
Wyoming,Douglas city,64946
California|West Whittier,West Whittier-Los Nietos CDP,64943
Massachusetts,Ayer CDP,64940
Pennsylvania,Richlandtown borough,64931
Washington,Gig Harbor city,64931
New Jersey,Ocean Gate borough,64924
New Jersey,Glen Gardner borough,64904
Ohio,Lake Lakengren CDP,64897
Massachusetts,Quincy city,64890
Georgia,Smyrna city,64889
Illinois,McHenry city,64882
Illinois,Elwood village,64881
Florida,Cheval CDP,64877
Nebraska,Panama village,64861
California,Alta Sierra CDP,64860
New York,Highland CDP,64856
Maryland,Brunswick city,64853
Ohio,Cleves village,64848
New Jersey,Clayton borough,64825
California,Big Lagoon CDP,64821
Virginia,Sussex CDP,64821
Nevada,Cold Springs CDP,64819
South Dakota,Groton city,64816
Texas,Nederland city,64801
Virginia,West Point town,64786
Maryland,Fort Meade CDP,64777
Wisconsin,Genoa City village,64773
New Jersey,Tuckerton borough,64770
California,Cotati city,64754
Ohio,Loveland Park CDP,64754
California,Potter Valley CDP,64750
Illinois,Damiansville village,64750
New Jersey,Fieldsboro borough,64750
Pennsylvania,Imperial CDP,64735
Ohio,Brooklyn Heights village,64722
Pennsylvania,Penn Estates CDP,64718
Nebraska,Utica village,64712
Ohio,Brunswick city,64706
Maryland,College Park city,64694
Florida,Wabasso Beach CDP,64688
Hawaii,Kilauea CDP,64688
Iowa,Glidden city,64688
Wisconsin,Gibbsville CDP,64688
Maryland,Walker Mill CDP,64667
Massachusetts,Pepperell CDP,64663
Michigan,Walloon Lake CDP,64659
New York,Chittenango village,64659
Utah,Grantsville city,64652
Michigan,Twin Lake CDP,64643
North Dakota,Manning CDP,64643
California,Clovis city,64640
Iowa,Alton city,64635
Florida,Miramar city,64632
Hawaii,Princeville CDP,64625
Illinois,Oak Run CDP,64625
Mississippi,Lynchburg CDP,64620
California,Ojai city,64618
New York,Newfield Hamlet CDP,64609
Ohio,Union city,64608
Illinois,Brimfield village,64605
Virginia,Union Hall CDP,64602
Indiana,Princes Lakes town,64598
Nevada,Osino CDP,64594
Minnesota,Isanti city,64592
Pennsylvania,Lucerne Mines CDP,64592
California,Squaw Valley CDP,64591
Alaska,Unalakleet city,64583
New York,Long Lake CDP,64583
New York,Morristown village,64583
North Dakota,Sykeston city,64583
Pennsylvania,Jefferson borough (York County),64583
Texas,Hermleigh CDP,64583
Illinois,Des Plaines city,64582
Florida,Jacksonville Beach city,64580
Colorado,Bayfield town,64563
Maryland,Woodlawn CDP (Prince George's County),64559
Missouri,Carl Junction city,64558
Kentucky,Walton city,64551
North Carolina,Surf City town,64545
Pennsylvania,Fawn Lake Forest CDP,64545
Wisconsin,Cambridge village,64545
Illinois,Fox Lake Hills CDP,64537
Minnesota,Chatfield city,64535
Colorado,Pueblo West CDP,64534
Maryland,Reisterstown CDP,64533
Arkansas,Wooster town,64531
Maryland,District Heights city,64531
Minnesota,Zimmerman city,64531
Florida,Hunters Creek CDP,64530
Minnesota,St. Anthony city (Hennepin and Ramsey Counties),64504
California,Manteca city,64502
Alaska,Port Alexander city,64500
Iowa,Minden city,64500
Minnesota,Hamburg city,64500
Pennsylvania,Fairless Hills CDP,64491
Florida,Tangerine CDP,64487
Georgia,Port Wentworth city,64485
Kentucky,Middletown city,64479
Pennsylvania,Newmanstown CDP,64479
West Virginia,Tornado CDP,64479
New Jersey,Linden city,64471
West Virginia,Brandonville town,64464
Pennsylvania,Shiloh CDP,64456
Minnesota,Nisswa city,64453
New Jersey,Alpha borough,64453
Arkansas,Highfill town,64444
New Mexico,Ponderosa Pine CDP,64444
Rhode Island,Valley Falls CDP,64428
Ohio,Shawnee Hills CDP,64423
Alaska,Skagway CDP,64412
Michigan,Farmington city,64388
Arkansas,Lost Bridge Village CDP,64375
Connecticut,Wilton Center CDP,64375
Illinois,Kempton village,64375
Louisiana,Norco CDP,64375
Michigan,Horton Bay CDP,64375
Michigan,Maybee village,64375
Michigan,Michiana village,64375
Minnesota,Gary city,64375
Nebraska,Foster village,64375
Ohio|Put|in,Put-in-Bay village,64375
Pennsylvania,Cochranville CDP,64375
Pennsylvania,Quentin CDP,64375
Texas,Red Lick city,64375
Utah,Cleveland town,64375
Virginia,Boswell's Corner CDP,64375
Virginia,Branchville town,64375
Washington,Uniontown town,64375
Wisconsin,Sayner CDP,64375
Wyoming,Granger town,64375
Wisconsin,Holmen village,64360
Wisconsin,Lake Nebagamon village,64357
Montana,Brady CDP,64350
Utah,Roy city,64349
Mississippi,Florence city,64344
Washington,Puyallup city,64342
Florida,Kendall CDP,64339
Wisconsin,Greendale village,64338
Idaho,Meridian city,64337
Ohio,Dillonvale CDP,64337
Indiana,New Goshen CDP,64330
Washington,North Lynnwood CDP,64320
Wisconsin,Williams Bay village,64313
New Jersey,Dover town,64310
Missouri,Rock Hill city,64306
California,Glen Ellen CDP,64301
Pennsylvania,Schaefferstown CDP,64300
Texas,Northlake town,64293
Iowa,Kingsley city,64286
North Dakota,Minto city,64286
Texas,Cut and Shoot city,64286
Florida,Citrus Hills CDP,64283
Nevada,Henderson city,64277
Wisconsin,Whitelaw village,64271
Illinois,Brighton village,64267
California,Arroyo Grande city,64261
Indiana,Heritage Lake CDP,64257
Texas,Georgetown city,64256
Wisconsin,De Pere city,64253
Colorado,Carbondale town,64250
Kentucky,Burlington CDP,64250
New York,East Nassau village,64250
Nebraska,Springfield city,64242
Illinois,Maple Park village,64239
Missouri,Concord CDP,64239
Pennsylvania|Shanor,Shanor-Northvue CDP,64231
Tennessee,Munford city,64226
Pennsylvania,Paradise CDP,64224
Washington,Silverdale CDP,64224
Indiana,Leesburg town,64219
Tennessee,Ridgetop city,64216
Tennessee,Medina city,64205
Michigan,Ferrysburg city,64196
Texas,Whitehouse city,64196
California,Grand Terrace city,64188
Ohio,Ridgeville Corners CDP,64188
Michigan,Delton CDP,64183
Illinois,Cantrall village,64167
Illinois,Cordova village,64167
Illinois,Lake Summerset CDP,64167
Indiana,Wanatah town,64167
Kansas,Silver Lake city,64167
Kentucky,Houston Acres city,64167
Maine,South Eliot CDP,64167
Missouri,Glen Echo Park village,64167
Nebraska,Cedar Creek village,64167
Ohio,Derby CDP,64167
Ohio,Mulberry CDP,64167
Oklahoma,Gregory CDP,64167
Oregon,Crane CDP,64167
Pennsylvania,Pine Glen CDP,64167
Texas,Aquilla city,64167
Texas,Holliday city,64167
Texas,Morse CDP,64167
Utah,Wallsburg town,64167
Maryland,Rossville CDP,64161
Pennsylvania,Southmont borough,64152
California,Cloverdale city,64144
Florida,Maitland city,64144
Tennessee,Lakesite city,64143
California,Madera Acres CDP,64141
Texas,Booker town,64141
Iowa,Orleans city,64135
Indiana,Monrovia town,64129
Indiana,Cicero town,64127
Texas,Fresno CDP,64124
Utah,Pleasant Grove city,64124
Washington,Orchards CDP,64117
Ohio,Milford Center village,64107
Virginia,Forest CDP,64101
Maryland,Tyaskin CDP,64091
Minnesota,Pine Island city,64083
Alaska,Petersburg CDP,64076
Massachusetts,Peabody city,64071
California,San Leandro city,64065
Minnesota,Plato city,64063
North Dakota,Dawson city,64063
Washington,Blaine city,64063
Maryland,Woodlawn CDP (Baltimore County),64052
California,Ahwahnee CDP,64049
West Virginia,Mineralwells CDP,64034
California,South San Gabriel CDP,64028
Indiana,Freelandville CDP,64028
Indiana,Parkers Settlement CDP,64028
Pennsylvania,Glen Rock borough,64028
Wisconsin,Collins CDP,64028
Illinois,Okawville village,64022
Michigan,Gibraltar city,64016
Wisconsin,Mukwonago village,64011
California,Plumas Eureka CDP,64000
Delaware,Bethel town,64000
Kentucky,Fairview city,64000
Minnesota,Freeport city,64000
Missouri,Gordonville village,64000
Ohio,Fort Jennings village,64000
Oregon,Waterloo town,64000
Wisconsin,Helenville CDP,64000
Florida,Pace CDP,63998
Indiana,Dunlap CDP,63993
Michigan,Dimondale village,63981
Alabama,Harvest CDP,63969
Illinois,Aurora city,63967
California,San Marcos city,63960
Minnesota,Dakota city,63958
North Carolina,Winterville town,63958
Pennsylvania,Allport CDP,63958
California,Pittsburg city,63950
Texas,Bolivar Peninsula CDP,63949
Alaska,Cohoe CDP,63929
Texas,Bullard town,63929
Wisconsin,Shorewood village,63918
Massachusetts,Gloucester city,63917
Minnesota,White Bear Lake city,63916
Illinois,Cornland CDP,63913
Connecticut,Colchester CDP,63910
Georgia,Between town,63906
Pennsylvania,Riverside borough,63906
Washington|Bryn Mawr,Bryn Mawr-Skyway CDP,63901
Alabama,Gallant CDP,63897
Pennsylvania,Aldan borough,63892
Nebraska,Glenwood CDP,63889
North Dakota,Deering city,63889
Virginia,Chester Gap CDP,63889
Utah,Riverside CDP,63882
Ohio,Andersonville CDP,63875
Georgia,Mineral Bluff CDP,63864
Missouri,Battlefield city,63864
Ohio,Northgate CDP,63864
Texas,Glidden CDP,63854
Florida,Carrollwood CDP,63852
Louisiana,Abita Springs town,63841
Connecticut,Middletown city,63828
Michigan,South Rockwood village,63828
Pennsylvania,Wernersville borough,63826
South Dakota,Dell Rapids city,63818
West Virginia,Bethlehem village,63813
Florida,Chuluota CDP,63807
Wisconsin,Mount Pleasant village,63799
Oregon,Foots Creek CDP,63796
North Carolina,Unionville town,63771
New York,Clarkson CDP,63758
California,Temple City city,63756
Georgia,Kennesaw city,63756
Arkansas,Wiederkehr Village city,63750
California,Hydesville CDP,63750
Colorado,Pitkin town,63750
Delaware,Fenwick Island town,63750
Illinois,Mound Station village,63750
Iowa,Amana CDP,63750
Iowa,Chatsworth city,63750
Iowa,Matlock city,63750
Iowa,Vining city,63750
Kansas,Coolidge city,63750
Kansas,Meriden city,63750
Maryland,Eldorado town,63750
Massachusetts,Brewster CDP,63750
Minnesota,Blomkest city,63750
Minnesota,Clements city,63750
Minnesota,Coates city,63750
Minnesota,Easton city,63750
Minnesota,Holt city,63750
Minnesota,Mazeppa city,63750
Minnesota,Trosky city,63750
Minnesota,Utica city,63750
Montana,Gallatin Gateway CDP,63750
Nebraska,Denton village,63750
New York,Busti CDP,63750
New York,Fort Ann village,63750
North Dakota,Braddock city,63750
North Dakota,Donnybrook city,63750
North Dakota,East Fairview CDP,63750
Oklahoma,Hillsdale town,63750
